时间,经度,纬度,速度,方向,高程
2022-01-01,8.08063284688878,6.177454091835055,88.27517036216432,2.7811664787631085,34.84731592770175
2022-01-02,24.70815181324023,24.98599859340731,83.9350302923506,66.83491567366356,78.65999532771785
2022-01-03,79.87572907845953,40.41748291018556,19.33235880557215,41.148137598632694,90.0321727746039
2022-01-04,28.828505066282684,72.12691187548906,15.122350258022998,62.2359026488813,26.951643794209435
2022-01-05,88.47242835797545,33.04963623415303,8.964030950365808,1.2014070008331657,18.049433275809246
2022-01-06,14.486674017356528,60.34067577898965,85.74842875221375,83.61175778589873,92.0860729519429
2022-01-07,16.704871723323656,97.87640053219485,90.64584395430705,98.10855035873203,61.970230929510414
2022-01-08,90.65736519449015,93.83883359317488,59.60913101489579,30.928691813133234,73.396671078341
2022-01-09,93.75177334627497,92.25485452162441,41.657563494811335,5.171802336484799,10.27305602836348
2022-01-10,98.99734408493367,73.60611221958114,94.89215662475334,83.02747410648963,21.352469999583036
2022-01-11,2.8716619368356455,74.98158372373652,41.74013800593187,81.46002243639403,96.77628284783091
2022-01-12,99.34522084996672,1.2783634183050063,50.224889981095465,64.84500772567391,2.7099460494297456
2022-01-13,79.34323541924728,32.19253603835679,65.14663628129844,71.19385952921388,24.7906339028664
2022-01-14,91.66178211467475,19.493062145931884,96.88921662315464,81.60843465664621,79.36003934201152
2022-01-15,0.16059158113717054,97.59482641491,48.858062683598355,49.511964648965446,94.89466760302625
2022-01-16,8.59863892435342,60.52907549114101,36.30472975279707,76.64642733863127,9.825259981843605
2022-01-17,95.21622854467088,73.77734747282776,29.18783737353604,4.976676082096687,54.68441020040555
2022-01-18,89.87199198508861,57.53314643299279,22.407569101643443,59.4001556163826,78.84903936394498
2022-01-19,1.787361032309509,88.75356392818203,60.561278781927584,55.64528407285291,81.43500734464592
2022-01-20,95.85107069960308,74.13365942751105,61.72263690498677,32.76289778191187,96.87014915471795
2022-01-21,59.64543304642107,42.458735987030835,42.88981982288749,30.058195303663748,61.41388183429882
2022-01-22,42.12212476544334,73.11012012765455,72.38942885211583,0.5891845174184063,77.82255465096107
2022-01-23,49.00206784977533,8.490817204149614,11.706749203638866,36.42947508218991,58.76261989341168
2022-01-24,21.74979081219397,6.253768074506527,52.58991672545227,3.9733171723846605,34.058820949202996
2022-01-25,94.60659204619533,65.12765824395285,39.47481927068799,36.86125824104805,17.880189943311454
2022-01-26,2.7677536065820463,70.24144884236779,22.945989976052573,45.48502674476709,2.149282456096724
2022-01-27,21.563753878901437,81.93646755306871,27.785976075721365,47.66373309602302,36.54280348064037
2022-01-28,76.01527184567858,18.881685146441495,34.65345385141659,71.66841990296206,76.21027522931314
2022-01-29,95.48704013908774,18.119896256967326,58.131089388597736,98.09442197922854,14.832261301606254
2022-01-30,50.951630333799045,0.7865371105451602,3.027528877979224,77.35669744737686,24.713144813846522
