时间,经度,纬度,速度,方向,高程
2020-01-01,48.22395280279773,86.68803354243971,70.6903559887529,42.15211332337282,89.10766267891613
2020-01-02,37.093881806653684,45.246162294694855,67.58870939928737,1.4145450379828284,38.48257639573477
2020-01-03,30.364753747173225,14.541852771388141,41.43517498023479,52.10079667790025,18.30416780058063
2020-01-04,87.6652309200205,7.917416347155825,11.983448841380383,76.4771278977082,53.430780863833995
2020-01-05,14.678301138647287,94.54857634366945,43.88647192962001,78.80510622132675,62.814195172622064
2020-01-06,27.206115157789633,0.850398035256128,43.99521270819564,20.18267531957313,84.15632162801353
2020-01-07,80.65027351439957,1.0195597665575873,6.724016262110776,82.06621534611787,42.06266271461997
2020-01-08,17.034415412002634,29.478579201263244,16.32845315120488,62.411966942466044,6.638998783797345
2020-01-09,66.25715022852499,2.755423141198654,29.717380000833327,53.05010515032568,66.65491307044053
2020-01-10,11.024831394581069,37.2727697049075,38.21838787842021,48.74375269815117,35.23833468238449
2020-01-11,34.57672691371742,48.794766007550585,86.21407935079581,97.67225356469767,49.45705112847456
2020-01-12,87.92323363215667,82.49841929785741,96.93201199147815,74.63531770178982,40.308274184032214
2020-01-13,21.827197033087707,33.74191738365402,28.23619403883764,49.05881934973979,69.1697846332428
2020-01-14,91.74723668138498,23.505907898965162,82.48463808415009,11.752515081956572,92.12245601720879
2020-01-15,0.28176205867761484,87.50239361325093,28.630634320726433,35.59448918451047,9.107031949258781
2020-01-16,19.33181395950524,99.44450186646276,45.483502030157815,41.25261220107572,26.217011116862754
2020-01-17,81.56442185685742,73.18326022814128,72.73291294714419,80.56563021073266,70.49870987483274
2020-01-18,74.47065538817881,35.494213238621484,31.346262462307273,37.57833190315522,97.92135072544053
2020-01-19,19.03410472985638,68.80131936606575,76.78917282365192,9.534232965460909,3.1936891593730254
2020-01-20,64.71178410828782,65.20920685609389,29.408579613311957,5.875581513060513,36.35295446032452
2020-01-21,40.259341140341874,25.95458889979183,81.22877815609128,20.605326897616617,32.41406868025115
2020-01-22,58.117878717103025,20.93251187087233,49.254867643555535,36.21035163810038,96.70593181922465
2020-01-23,5.941274871091318,61.82555276124225,35.56893971046713,1.4839993463098833,31.34467840107056
2020-01-24,49.210654719995695,37.12440518587831,21.733531851134778,10.896734428473154,75.48853475180589
2020-01-25,1.9142651492526697,34.81682594441114,52.5133044500561,20.830162788761086,78.92058744741759
2020-01-26,91.77694996716777,9.638051813357052,33.358034598049066,78.4438508364026,10.728807289268028
2020-01-27,68.77598436072863,89.63194446474763,3.2100935719288515,71.38308152176504,54.54418295890042
2020-01-28,96.50714983357109,64.53334284946467,46.33757120437409,14.157608755098893,8.935793745208176
2020-01-29,3.215278724453441,62.25204892860764,37.56915677664634,51.76028075110853,92.8710057119391
2020-01-30,77.24653559283632,58.95321085720848,25.68176759830142,66.19614900946372,75.71775188476218
