时间,经度,纬度,速度,方向,高程
2018-01-01,38.7452733406247,23.5296479368599,47.521743545350546,27.9311245650972,38.46739197781035
2018-01-02,27.661075018428573,45.22992542166565,51.07469108342002,85.6296027554815,56.53371754384584
2018-01-03,49.99501585075438,37.08067384453562,97.44661792646605,36.8676473324655,43.19158485115302
2018-01-04,8.482006288114164,86.23603958279004,1.7926767545179634,12.746516990289436,43.22830454924572
2018-01-05,33.947956308190854,99.27359288758856,68.22784291353275,17.179419500450578,85.76877216879375
2018-01-06,91.40751913541547,84.9771516266954,10.530798695356358,21.78947204215521,22.298566936966957
2018-01-07,76.7394863970616,76.42371968018803,45.496426477304865,93.93515031635069,89.638684598069
2018-01-08,72.08354995500312,94.64342299502478,96.4955898956489,94.8015758132732,8.209260413601783
2018-01-09,1.1833418682535846,20.537929761613917,22.954802854635215,94.99060373086179,46.51437591327849
2018-01-10,40.70917863983365,6.69810688415029,31.150709352986905,88.66581207289107,85.6648824292396
2018-01-11,27.0141042041694,35.69850640468727,63.344498010770856,60.51288364954874,21.36023754736819
2018-01-12,43.850405708143505,20.589066009960643,20.499259415072924,78.89844302172023,69.04943256318562
2018-01-13,70.24085049397537,60.13567445900046,53.651994525060246,0.21190547610782096,65.65045075451869
2018-01-14,61.48829470348186,50.551053589425536,60.740860659103205,29.57254097911327,11.689467650836704
2018-01-15,8.603847114526818,88.37390669619522,67.87309981661365,71.31160474600652,68.7714145695948
2018-01-16,66.62122876012151,47.284013565741944,5.648949397039916,36.274579462366795,89.794777465764
2018-01-17,26.280026604123375,9.433351917898847,3.246787757093461,70.86172400241888,84.40131977839434
2018-01-18,18.811410265547014,33.897409281287125,30.590312334659032,45.551758872771174,55.956211683770526
2018-01-19,71.42903392524283,74.79472064981007,86.4641769826431,27.63438750239795,38.240965000492245
2018-01-20,30.636200190283613,11.778645839687861,44.66311005749197,34.32493882594607,92.58804544555744
2018-01-21,65.23773943344871,24.854706157962458,69.37381451212887,68.60679737905222,70.58573678499245
2018-01-22,99.81727445564596,58.474381276940555,6.440463533013496,53.908399340128256,47.24268193659705
2018-01-23,19.149046118144607,59.15952299118856,4.6539155089285185,46.159806206296274,32.75969822416729
2018-01-24,58.16287967868872,67.48443429690863,14.454210496339194,5.910419206061556,46.708609298252135
2018-01-25,79.65705178225241,46.40879860452286,54.35710202044179,86.31371682472643,23.57598697111397
2018-01-26,1.1753858485878954,9.464690650542595,41.646304976937444,63.540706144341954,8.210785497962947
2018-01-27,74.32403901388483,7.162100781853786,84.66890640474526,28.297861366609133,1.709352715490109
2018-01-28,31.648518883844357,33.87725268594929,61.1342802621595,36.8588439818446,3.4527815771212444
2018-01-29,62.83607184548066,47.286168410205235,68.4376342037074,9.059557517545302,68.96973489189777
2018-01-30,74.40053151107205,10.176016388861175,5.542085395980523,75.50755618482847,39.866019026291255
