时间,经度,纬度,速度,方向,高程
2019-01-01,23.73976334902438,58.911865212097325,71.29839231866097,13.429652979513584,59.03872802579904
2019-01-02,47.37126875107338,41.8277940049831,48.416811839366325,70.05417845708222,5.327139519058887
2019-01-03,6.954826478397824,12.895671515355057,35.138433273728374,49.87922483809053,65.86870337461114
2019-01-04,99.47073227416278,19.003414397046182,5.129430981958938,19.898880861783564,80.06205195232829
2019-01-05,74.94964758686041,22.0141713487357,0.6710742903547007,83.88856146922367,7.261680900884815
2019-01-06,75.2309085175205,8.11285527778124,51.99059733052965,94.79540008800711,33.90143648499888
2019-01-07,64.86448002454111,7.073924994789271,3.5311196352129093,37.02343162267899,85.54390901898785
2019-01-08,71.61505579709832,23.31832659820787,40.385145121078736,40.35192749007736,61.42062460960519
2019-01-09,57.67696639944649,38.99771859981755,77.56346779733569,23.19073768090918,44.47158048804505
2019-01-10,58.17235535762806,69.59156302875967,16.431842197272772,78.58994899714067,90.70277031123622
2019-01-11,81.57529713206542,93.89021926762112,50.34971904685951,72.85320929740391,55.40418940904769
2019-01-12,94.67376877770702,26.0200552418553,20.917477916250494,56.501864945822554,34.730602042730695
2019-01-13,14.766143427304534,21.938941633879683,64.0349876523531,99.38344985028927,39.78187119320824
2019-01-14,76.99270783744163,17.54199133944796,92.99090434396982,80.30544440804307,44.82158346048417
2019-01-15,43.61555984053239,46.752612810972394,62.58856341653188,81.93561591097186,4.590926851010424
2019-01-16,50.521101339922495,60.64977332086494,4.393442865050757,81.88925872461186,25.31752786822731
2019-01-17,1.2330876180026262,1.9444770684340584,67.79513033347001,28.64931758209208,52.273481334436546
2019-01-18,87.51694146131196,57.54519679269984,92.03776090579447,83.8092686755247,32.329947582081665
2019-01-19,95.81122615139249,72.99233086943488,44.07847993767587,64.1245386940633,47.44420913673784
2019-01-20,71.08245397557286,37.2709594205018,42.17050099491805,64.0295258882663,49.43603048664389
2019-01-21,7.456194336837674,35.942094697115145,66.43021850871968,74.26049507997858,63.717316976808156
2019-01-22,0.4859792496887505,97.2244349290153,72.67917833515686,44.0366395027865,76.49651116819209
2019-01-23,76.92716080556288,67.49286935140947,16.244365463540255,81.91578902817312,24.521207772611074
2019-01-24,67.44669336849427,22.146885755053493,3.0945223685135304,75.44859838517563,92.38289974926285
2019-01-25,43.15781674680611,92.55439888123706,97.45023488221761,22.332271081471788,66.80444262386935
2019-01-26,21.07008743045209,20.78809075151873,39.73693055030775,13.468096023014775,50.31373979633194
2019-01-27,61.009138770828905,48.59014461818661,81.34883520363113,2.054274461391259,2.5090240250866924
2019-01-28,50.293501707366794,52.97334025920546,4.220170918427146,8.75052753289004,9.232728116267698
2019-01-29,2.6435997823113455,58.71569295901005,77.4809289792616,64.70953212918502,37.137200804925776
2019-01-30,67.74814048392803,86.58364904658444,1.5681905873075053,77.71803148401793,85.79343708209872
